,date,location,total_vaccinations,total_distributed,people_vaccinated,share_doses_used,,
1872,2/5/2021,North Dakota,112827,131625,78325,0.857,,
1873,2/6/2021,North Dakota,120742,131625,81935,0.917,,
1874,2/7/2021,North Dakota,126822,131625,85482,0.964,,
1875,2/8/2021,North Dakota,129780,131625,87633,0.986,,
1876,2/9/2021,North Dakota,129780,143400,87633,0.905,,
1877,2/10/2021,North Dakota,130019,143400,88917,0.907,,
1878,2/11/2021,North Dakota,133616,155375,90939,0.86,,
1879,2/12/2021,North Dakota,139392,155375,94160,0.897,,
1880,2/13/2021,North Dakota,144179,155375,96731,0.928,,
1881,2/14/2021,North Dakota,148916,155375,99364,0.958,,
1882,2/15/2021,North Dakota,,,,,,
1883,2/16/2021,North Dakota,153427,162175,102151,0.946,,
1884,2/17/2021,North Dakota,154087,163150,102414,0.944,,
1885,2/18/2021,North Dakota,156751,163150,104196,0.961,,
1886,2/19/2021,North Dakota,182325,192100,122026,0.949,,
1887,2/20/2021,North Dakota,188496,198650,124671,0.949,,
1888,2/21/2021,North Dakota,194406,198650,126909,0.979,,
1889,2/22/2021,North Dakota,196365,198650,128657,0.988,,
1890,2/23/2021,North Dakota,196576,217480,128669,0.904,,
1891,2/24/2021,North Dakota,199813,233550,130597,0.856,,
1892,1/12/2021,Northern Mariana Islands,3722,18650,1094,0.2,,
1893,1/13/2021,Northern Mariana Islands,4141,18650,1141,0.222,,
1894,1/14/2021,Northern Mariana Islands,4598,18650,3455,0.247,,
1895,1/15/2021,Northern Mariana Islands,4909,18650,3760,0.263,,
1896,1/16/2021,Northern Mariana Islands,,,,,,
1897,1/17/2021,Northern Mariana Islands,,,,,,
1898,1/18/2021,Northern Mariana Islands,,,,,,
1899,1/19/2021,Northern Mariana Islands,6372,18650,4453,0.342,,
1900,1/20/2021,Northern Mariana Islands,6791,18650,4569,0.364,,
1901,1/21/2021,Northern Mariana Islands,7309,18650,4606,0.392,,
1902,1/22/2021,Northern Mariana Islands,7720,18650,4700,0.414,,
1903,1/23/2021,Northern Mariana Islands,8039,18650,5019,0.431,,
1904,1/24/2021,Northern Mariana Islands,8390,18650,5369,0.45,,
1905,1/25/2021,Northern Mariana Islands,8495,18650,5474,0.455,,
1906,1/26/2021,Northern Mariana Islands,8738,18650,5679,0.469,,
1907,1/27/2021,Northern Mariana Islands,9026,18650,5966,0.484,,
1908,1/28/2021,Northern Mariana Islands,9251,18650,6189,0.496,,
1909,1/29/2021,Northern Mariana Islands,9548,18650,6486,0.512,,
1910,1/30/2021,Northern Mariana Islands,9733,18650,6671,0.522,,
1911,1/31/2021,Northern Mariana Islands,10050,18650,6896,0.539,,
1912,2/1/2021,Northern Mariana Islands,10148,21850,6897,0.464,,
1913,2/2/2021,Northern Mariana Islands,10407,29650,7062,0.351,,
1914,2/3/2021,Northern Mariana Islands,10655,29650,7271,0.359,,
1915,2/4/2021,Northern Mariana Islands,10966,29650,7561,0.37,,
1916,2/5/2021,Northern Mariana Islands,11332,29650,7633,0.382,,
1917,2/6/2021,Northern Mariana Islands,11697,29650,7770,0.395,,
1918,2/7/2021,Northern Mariana Islands,11889,29650,7847,0.401,,
1919,2/8/2021,Northern Mariana Islands,11915,29650,7860,0.402,,
1920,2/9/2021,Northern Mariana Islands,12264,29650,8023,0.414,,
1921,2/10/2021,Northern Mariana Islands,12530,29650,8174,0.423,,
1922,2/11/2021,Northern Mariana Islands,12728,29650,8344,0.429,,
1923,2/12/2021,Northern Mariana Islands,12971,29650,8497,0.437,,
1924,2/13/2021,Northern Mariana Islands,13394,29650,8596,0.452,,
1925,2/14/2021,Northern Mariana Islands,13754,29650,8604,0.464,,
1926,2/15/2021,Northern Mariana Islands,,,,,,
1927,2/16/2021,Northern Mariana Islands,14419,29650,8945,0.486,,
1928,2/17/2021,Northern Mariana Islands,14743,29650,9043,0.497,,
1929,2/18/2021,Northern Mariana Islands,15112,29650,9187,0.51,,
1930,2/19/2021,Northern Mariana Islands,15525,29650,9310,0.524,,
1931,2/20/2021,Northern Mariana Islands,15525,29650,9310,0.524,,
1932,2/21/2021,Northern Mariana Islands,15922,29650,9575,0.537,,
1933,2/22/2021,Northern Mariana Islands,16091,29650,9575,0.543,,
1934,2/23/2021,Northern Mariana Islands,16382,29650,9696,0.553,,
1935,2/24/2021,Northern Mariana Islands,17074,29650,9996,0.576,,
1936,1/12/2021,Ohio,311890,866050,311867,0.36,,
1937,1/13/2021,Ohio,329318,957700,329295,0.344,,
1938,1/14/2021,Ohio,348424,967450,338961,0.36,,
1939,1/15/2021,Ohio,375428,968250,361818,0.388,,
1940,1/16/2021,Ohio,,,,,,
1941,1/17/2021,Ohio,,,,,,
1942,1/18/2021,Ohio,,,,,,
1943,1/19/2021,Ohio,472084,968250,444812,0.488,,
1944,1/20/2021,Ohio,487481,1119175,456424,0.436,,
1945,1/21/2021,Ohio,487481,1122300,456424,0.434,,
1946,1/22/2021,Ohio,545499,1222225,500557,0.446,,
1947,1/23/2021,Ohio,594924,1233075,535544,0.482,,
1948,1/24/2021,Ohio,647104,1233075,575488,0.525,,
1949,1/25/2021,Ohio,685622,1233075,608379,0.556,,
1950,1/26/2021,Ohio,708026,1406950,627390,0.503,,
1951,1/27/2021,Ohio,746249,1507000,657075,0.495,,
1952,1/28/2021,Ohio,789869,1532450,683323,0.515,,
1953,1/29/2021,Ohio,843099,1553900,716677,0.543,,
1954,1/30/2021,Ohio,911004,1553900,759337,0.586,,
1955,1/31/2021,Ohio,954013,1553900,789605,0.614,,
1956,2/1/2021,Ohio,1004624,1553900,824597,0.647,,
1957,2/2/2021,Ohio,1045139,1717875,854741,0.608,,
1958,2/3/2021,Ohio,1085391,1812025,883630,0.599,,
1959,2/4/2021,Ohio,1128082,1899800,908994,0.594,,
1960,2/5/2021,Ohio,1177237,1901750,936321,0.619,,
1961,2/6/2021,Ohio,1242487,1901750,975620,0.653,,
1962,2/7/2021,Ohio,1293965,1901750,1006750,0.68,,
1963,2/8/2021,Ohio,1346320,1901750,1038595,0.708,,
1964,2/9/2021,Ohio,1373728,2070625,1059251,0.663,,
1965,2/10/2021,Ohio,1406437,2151175,1077597,0.654,,
1966,2/11/2021,Ohio,1459174,2293650,1107677,0.636,,
1967,2/12/2021,Ohio,1540491,2293650,1162381,0.672,,
1968,2/13/2021,Ohio,1613153,2315100,1200949,0.697,,
1969,2/14/2021,Ohio,1691925,2315100,1241257,0.731,,
1970,2/15/2021,Ohio,,,,,,
1971,2/16/2021,Ohio,1794982,2350375,1308980,0.764,,
1972,2/17/2021,Ohio,1825178,2373775,1325650,0.769,,
1973,2/18/2021,Ohio,1861434,2402050,1343458,0.775,,
1974,2/19/2021,Ohio,1999736,2504150,1432292,0.799,,
1975,2/20/2021,Ohio,2066995,2504150,1460227,0.825,,
1976,2/21/2021,Ohio,2140688,2518775,1486509,0.85,,
1977,2/22/2021,Ohio,2196607,2518775,1503346,0.872,,
1978,2/23/2021,Ohio,2228732,2963035,1515448,0.752,,
1979,2/24/2021,Ohio,2288128,3030705,1540690,0.755,,
1980,1/12/2021,Oklahoma,157843,381375,109045,0.414,,
1981,1/13/2021,Oklahoma,172403,396975,118786,0.434,,
1982,1/14/2021,Oklahoma,187266,399900,160035,0.468,,
1983,1/15/2021,Oklahoma,203410,424000,173162,0.48,,
1984,1/16/2021,Oklahoma,,,,,,
1985,1/17/2021,Oklahoma,,,,,,
1986,1/18/2021,Oklahoma,,,,,,
1987,1/19/2021,Oklahoma,242093,424000,209687,0.571,,
1988,1/20/2021,Oklahoma,251684,455275,217690,0.553,,
1989,1/21/2021,Oklahoma,267434,490500,230902,0.545,,
1990,1/22/2021,Oklahoma,287502,496350,247954,0.579,,
1991,1/23/2021,Oklahoma,304806,496350,263315,0.614,,
1992,1/24/2021,Oklahoma,322810,496350,279283,0.65,,
1993,1/25/2021,Oklahoma,326546,496350,282679,0.658,,
1994,1/26/2021,Oklahoma,328874,530675,284799,0.62,,
1995,1/27/2021,Oklahoma,345144,569575,296308,0.606,,
1996,1/28/2021,Oklahoma,363253,592975,308458,0.613,,
1997,1/29/2021,Oklahoma,386688,594925,323625,0.65,,
1998,1/30/2021,Oklahoma,410305,594925,339382,0.69,,
1999,1/31/2021,Oklahoma,437985,594925,356891,0.736,,
2000,2/1/2021,Oklahoma,443581,594925,360670,0.746,,
2001,2/2/2021,Oklahoma,445675,616775,362529,0.723,,
2002,2/3/2021,Oklahoma,462440,675850,372020,0.684,,
2003,2/4/2021,Oklahoma,484384,700225,382044,0.692,,
2004,2/5/2021,Oklahoma,510693,700225,393313,0.729,,
2005,2/6/2021,Oklahoma,541252,734625,406359,0.737,,
2006,2/7/2021,Oklahoma,573746,734625,424612,0.781,,
2007,2/8/2021,Oklahoma,586054,734625,431499,0.798,,
2008,2/9/2021,Oklahoma,588207,750525,432422,0.784,,
2009,2/10/2021,Oklahoma,606406,779400,440614,0.778,,
2010,2/11/2021,Oklahoma,628361,815475,452166,0.771,,
2011,2/12/2021,Oklahoma,640353,815675,458056,0.785,,
2012,2/13/2021,Oklahoma,660835,815675,468199,0.81,,
2013,2/14/2021,Oklahoma,682354,816650,477378,0.836,,
2014,2/15/2021,Oklahoma,,,,,,
2015,2/16/2021,Oklahoma,694616,816650,484478,0.851,,
2016,2/17/2021,Oklahoma,696437,816650,485563,0.853,,
2017,2/18/2021,Oklahoma,700440,816650,487252,0.858,,
2018,2/19/2021,Oklahoma,813518,1061775,565691,0.766,,
2019,2/20/2021,Oklahoma,830903,1061775,572876,0.783,,
2020,2/21/2021,Oklahoma,865961,1061775,584493,0.816,,
2021,2/22/2021,Oklahoma,891227,1061775,594361,0.839,,
2022,2/23/2021,Oklahoma,906583,1173350,600293,0.773,,
2023,2/24/2021,Oklahoma,935457,1271050,617842,0.736,,
2024,1/12/2021,Oregon,104610,321425,99594,0.325,,
2025,1/13/2021,Oregon,115075,325325,107843,0.354,,
2026,1/14/2021,Oregon,129796,335075,119980,0.387,,
2027,1/15/2021,Oregon,146153,335075,133091,0.436,,
2028,1/16/2021,Oregon,,,,,,
2029,1/17/2021,Oregon,,,,,,
2030,1/18/2021,Oregon,,,,,,
2031,1/19/2021,Oregon,216928,335075,192550,0.647,,
2032,1/20/2021,Oregon,216928,431450,192550,0.503,,
2033,1/21/2021,Oregon,216928,479325,192550,0.453,,
2034,1/22/2021,Oregon,253705,487700,218413,0.52,,
2035,1/23/2021,Oregon,270463,492450,231606,0.549,,
2036,1/24/2021,Oregon,285922,492450,244669,0.581,,
2037,1/25/2021,Oregon,300676,492450,257296,0.611,,
2038,1/26/2021,Oregon,308066,589200,263167,0.523,,
2039,1/27/2021,Oregon,325488,599900,276200,0.543,,
2040,1/28/2021,Oregon,340383,606725,285528,0.561,,
2041,1/29/2021,Oregon,359391,614525,299508,0.585,,
2042,1/30/2021,Oregon,382392,665325,314964,0.575,,
2043,1/31/2021,Oregon,407890,665325,331692,0.613,,
2044,2/1/2021,Oregon,423627,665325,342827,0.637,,
2045,2/2/2021,Oregon,438302,684000,353035,0.641,,
2046,2/3/2021,Oregon,454269,706575,361249,0.643,,
2047,2/4/2021,Oregon,471983,706575,369704,0.668,,
2048,2/5/2021,Oregon,487153,733875,378078,0.664,,
2049,2/6/2021,Oregon,509875,734950,389513,0.694,,
2050,2/7/2021,Oregon,532746,734950,400019,0.725,,
2051,2/8/2021,Oregon,554440,734950,412660,0.754,,
2052,2/9/2021,Oregon,572695,801125,425086,0.715,,
2053,2/10/2021,Oregon,589035,831350,434561,0.709,,
2054,2/11/2021,Oregon,589035,840475,434561,0.701,,
2055,2/12/2021,Oregon,589035,840575,434561,0.701,,
2056,2/13/2021,Oregon,650929,841550,466801,0.773,,
2057,2/14/2021,Oregon,671315,841550,475841,0.798,,
2058,2/15/2021,Oregon,,,,,,
2059,2/16/2021,Oregon,685214,862025,483103,0.795,,
2060,2/17/2021,Oregon,692781,878600,487286,0.789,,
2061,2/18/2021,Oregon,708570,878600,496092,0.806,,
2062,2/19/2021,Oregon,767637,922300,529837,0.832,,
2063,2/20/2021,Oregon,794779,924575,541691,0.86,,
2064,2/21/2021,Oregon,821720,924575,552058,0.889,,
2065,2/22/2021,Oregon,844210,924575,560544,0.913,,
2066,2/23/2021,Oregon,864960,1092385,568729,0.792,,
2067,2/24/2021,Oregon,865750,1133695,569406,0.764,,
2068,1/12/2021,Pennsylvania,341948,974725,266288,0.351,,
2069,1/13/2021,Pennsylvania,379944,1017475,285938,0.373,,
2070,1/14/2021,Pennsylvania,410414,1065300,353821,0.385,,
2071,1/15/2021,Pennsylvania,448151,1075350,380727,0.417,,
2072,1/16/2021,Pennsylvania,,,,,,
2073,1/17/2021,Pennsylvania,,,,,,
2074,1/18/2021,Pennsylvania,,,,,,
2075,1/19/2021,Pennsylvania,544416,1075350,464339,0.506,,
2076,1/20/2021,Pennsylvania,568660,1223250,482791,0.465,,
2077,1/21/2021,Pennsylvania,605428,1344375,508391,0.45,,
2078,1/22/2021,Pennsylvania,652886,1465850,539431,0.445,,
2079,1/23/2021,Pennsylvania,695870,1564125,572228,0.445,,
2080,1/24/2021,Pennsylvania,744591,1564125,611359,0.476,,
2081,1/25/2021,Pennsylvania,776799,1564125,639526,0.497,,
2082,1/26/2021,Pennsylvania,800354,1636675,657711,0.489,,
2083,1/27/2021,Pennsylvania,851980,1817925,693731,0.469,,
2084,1/28/2021,Pennsylvania,856371,1915350,695656,0.447,,
2085,1/29/2021,Pennsylvania,972742,1973775,777260,0.493,,
2086,1/30/2021,Pennsylvania,1032426,1976925,819889,0.522,,
2087,1/31/2021,Pennsylvania,1088172,1976925,862021,0.55,,
2088,2/1/2021,Pennsylvania,1134185,1976925,900237,0.574,,
2089,2/2/2021,Pennsylvania,1155945,1987200,916235,0.582,,
2090,2/3/2021,Pennsylvania,1158091,2143150,917497,0.54,,
2091,2/4/2021,Pennsylvania,1218735,2203850,958587,0.553,,
2092,2/5/2021,Pennsylvania,1271529,2292500,993076,0.555,,
2093,2/6/2021,Pennsylvania,1338491,2292500,1036395,0.584,,
2094,2/7/2021,Pennsylvania,1407839,2292500,1082700,0.614,,
2095,2/8/2021,Pennsylvania,1441358,2292500,1108626,0.629,,
2096,2/9/2021,Pennsylvania,1478180,2322875,1134099,0.636,,
2097,2/10/2021,Pennsylvania,1538058,2437975,1176825,0.631,,
2098,2/11/2021,Pennsylvania,1594474,2540475,1215755,0.628,,
2099,2/12/2021,Pennsylvania,1668862,2592850,1264215,0.644,,
2100,2/13/2021,Pennsylvania,1678229,2682600,1269266,0.626,,
2101,2/14/2021,Pennsylvania,1822327,2689425,1363250,0.678,,
2102,2/15/2021,Pennsylvania,,,,,,
2103,2/16/2021,Pennsylvania,1832629,2711550,1369992,0.676,,
2104,2/17/2021,Pennsylvania,1950185,2717400,1445138,0.718,,
2105,2/18/2021,Pennsylvania,2002786,2731050,1478146,0.733,,
2106,2/19/2021,Pennsylvania,2184973,2989725,1601176,0.731,,
2107,2/20/2021,Pennsylvania,2231800,2989725,1628681,0.746,,
2108,2/21/2021,Pennsylvania,2306828,2989725,1667727,0.772,,
2109,2/22/2021,Pennsylvania,2358058,2989725,1699219,0.789,,
2110,2/23/2021,Pennsylvania,2381079,3268605,1709641,0.728,,
2111,2/24/2021,Pennsylvania,2425429,3493465,1731438,0.694,,
2112,1/12/2021,Puerto Rico,74559,277200,61486,0.269,,
2113,1/13/2021,Puerto Rico,84432,305475,67475,0.276,,
2114,1/14/2021,Puerto Rico,94880,305475,80310,0.311,,
2115,1/15/2021,Puerto Rico,104137,311325,87512,0.334,,
2116,1/16/2021,Puerto Rico,,,,,,
2117,1/17/2021,Puerto Rico,,,,,,
2118,1/18/2021,Puerto Rico,,,,,,
2119,1/19/2021,Puerto Rico,129530,311325,107661,0.416,,
2120,1/20/2021,Puerto Rico,136630,312450,112524,0.437,,
2121,1/21/2021,Puerto Rico,147795,327950,120250,0.451,,
2122,1/22/2021,Puerto Rico,161528,337350,128284,0.479,,
2123,1/23/2021,Puerto Rico,173242,371550,136400,0.466,,
2124,1/24/2021,Puerto Rico,184173,371550,143910,0.496,,
2125,1/25/2021,Puerto Rico,187617,371550,146984,0.505,,
2126,1/26/2021,Puerto Rico,188681,416900,147910,0.453,,
2127,1/27/2021,Puerto Rico,199762,506425,156071,0.394,,
2128,1/28/2021,Puerto Rico,212179,525000,165862,0.404,,
2129,1/29/2021,Puerto Rico,224303,530850,174840,0.423,,
2130,1/30/2021,Puerto Rico,236060,530950,183630,0.445,,
2131,1/31/2021,Puerto Rico,249394,530950,193842,0.47,,
2132,2/1/2021,Puerto Rico,253439,530950,197187,0.477,,
2133,2/2/2021,Puerto Rico,253439,535525,197187,0.473,,
2134,2/3/2021,Puerto Rico,266671,605425,206430,0.44,,
2135,2/4/2021,Puerto Rico,278321,621025,214661,0.448,,
2136,2/5/2021,Puerto Rico,288024,623325,221431,0.462,,
2137,2/6/2021,Puerto Rico,299694,624025,229133,0.48,,
2138,2/7/2021,Puerto Rico,299694,624025,229133,0.48,,
2139,2/8/2021,Puerto Rico,299694,624025,229133,0.48,,
2140,2/9/2021,Puerto Rico,314047,630850,236882,0.498,,
2141,2/10/2021,Puerto Rico,324368,651350,242200,0.498,,
2142,2/11/2021,Puerto Rico,336959,706500,248934,0.477,,
2143,2/12/2021,Puerto Rico,336959,706600,248934,0.477,,
2144,2/13/2021,Puerto Rico,370837,706800,266635,0.525,,
2145,2/14/2021,Puerto Rico,382721,706800,272485,0.541,,
2146,2/15/2021,Puerto Rico,,,,,,
2147,2/16/2021,Puerto Rico,387180,716800,274733,0.54,,
2148,2/17/2021,Puerto Rico,392136,716800,277616,0.547,,
2149,2/18/2021,Puerto Rico,408058,733200,284163,0.557,,
2150,2/19/2021,Puerto Rico,448755,764700,308150,0.587,,
2151,2/20/2021,Puerto Rico,463527,806625,314053,0.575,,
2152,2/21/2021,Puerto Rico,476475,806625,320383,0.591,,
2153,2/22/2021,Puerto Rico,476647,806625,320423,0.591,,
2154,2/23/2021,Puerto Rico,480439,813170,322212,0.591,,
2155,2/24/2021,Puerto Rico,495114,922600,329107,0.537,,
2156,1/12/2021,Republic of Palau,416,6000,416,0.069,,
2157,1/13/2021,Republic of Palau,725,6000,725,0.121,,
2158,1/14/2021,Republic of Palau,766,6000,765,0.128,,
2159,1/15/2021,Republic of Palau,1119,6000,1118,0.186,,
2160,1/16/2021,Republic of Palau,,,,,,
2161,1/17/2021,Republic of Palau,,,,,,
2162,1/18/2021,Republic of Palau,,,,,,
2163,1/19/2021,Republic of Palau,1914,6000,1913,0.319,,
2164,1/20/2021,Republic of Palau,1981,6000,1980,0.33,,
2165,1/21/2021,Republic of Palau,2405,6000,2403,0.401,,
2166,1/22/2021,Republic of Palau,2405,6000,2403,0.401,,
2167,1/23/2021,Republic of Palau,2685,6000,2683,0.448,,
2168,1/24/2021,Republic of Palau,3046,6000,3044,0.508,,
2169,1/25/2021,Republic of Palau,3046,6000,3044,0.508,,
2170,1/26/2021,Republic of Palau,3046,6000,3044,0.508,,
2171,1/27/2021,Republic of Palau,3046,6000,3046,0.508,,
2172,1/28/2021,Republic of Palau,3067,6000,3067,0.511,,
2173,1/29/2021,Republic of Palau,3089,6000,3088,0.515,,
2174,1/30/2021,Republic of Palau,3110,6000,3109,0.518,,
2175,1/31/2021,Republic of Palau,3110,6000,3109,0.518,,
2176,2/1/2021,Republic of Palau,3110,6000,3109,0.518,,
2177,2/2/2021,Republic of Palau,3172,6000,3109,0.529,,
2178,2/3/2021,Republic of Palau,3228,6000,3109,0.538,,
2179,2/4/2021,Republic of Palau,3228,6000,3109,0.538,,
2180,2/5/2021,Republic of Palau,3360,6000,3109,0.56,,
2181,2/6/2021,Republic of Palau,3360,6000,3109,0.56,,
2182,2/7/2021,Republic of Palau,3467,9200,3109,0.377,,
2183,2/8/2021,Republic of Palau,3467,9200,3109,0.377,,
2184,2/9/2021,Republic of Palau,3468,9200,3109,0.377,,
2185,2/10/2021,Republic of Palau,3527,9200,3109,0.383,,
2186,2/11/2021,Republic of Palau,3831,9200,3109,0.416,,
2187,2/12/2021,Republic of Palau,3871,9200,3109,0.421,,
2188,2/13/2021,Republic of Palau,4212,9200,3109,0.458,,
2189,2/14/2021,Republic of Palau,4321,9200,3109,0.47,,
2190,2/15/2021,Republic of Palau,,,,,,
2191,2/16/2021,Republic of Palau,4677,9200,3111,0.508,,
2192,2/17/2021,Republic of Palau,5011,9200,3112,0.545,,
2193,2/18/2021,Republic of Palau,5314,9200,3347,0.578,,
2194,2/19/2021,Republic of Palau,5727,9200,3347,0.622,,
2195,2/20/2021,Republic of Palau,6025,9200,3643,0.655,,
2196,2/21/2021,Republic of Palau,6314,9200,3649,0.686,,
2197,2/22/2021,Republic of Palau,6314,9200,3649,0.686,,
2198,2/23/2021,Republic of Palau,7073,9200,4054,0.769,,
2199,2/24/2021,Republic of Palau,7073,9200,4054,0.769,,
2200,1/12/2021,Rhode Island,39568,80225,35385,0.493,,
2201,1/13/2021,Rhode Island,42028,82175,36489,0.511,,
2202,1/14/2021,Rhode Island,44871,84125,38000,0.533,,
2203,1/15/2021,Rhode Island,47548,108425,39381,0.439,,
2204,1/16/2021,Rhode Island,,,,,,
2205,1/17/2021,Rhode Island,,,,,,
2206,1/18/2021,Rhode Island,,,,,,
2207,1/19/2021,Rhode Island,54081,108425,44164,0.499,,
2208,1/20/2021,Rhode Island,56617,122575,45904,0.462,,
2209,1/21/2021,Rhode Island,59014,127450,47859,0.463,,
2210,1/22/2021,Rhode Island,61974,136225,49932,0.455,,
2211,1/23/2021,Rhode Island,63249,149225,50650,0.424,,
2212,1/24/2021,Rhode Island,67566,149225,54287,0.453,,
2213,1/25/2021,Rhode Island,70419,149225,56751,0.472,,
2214,1/26/2021,Rhode Island,72264,151675,58097,0.476,,
2215,1/27/2021,Rhode Island,76284,151675,59853,0.503,,
2216,1/28/2021,Rhode Island,80138,153625,61554,0.522,,
2217,1/29/2021,Rhode Island,83607,157525,63263,0.531,,
2218,1/30/2021,Rhode Island,88094,173225,65668,0.509,,
2219,1/31/2021,Rhode Island,91177,173225,67744,0.526,,
2220,2/1/2021,Rhode Island,94240,173225,68779,0.544,,
2221,2/2/2021,Rhode Island,99541,176150,73486,0.565,,
2222,2/3/2021,Rhode Island,101474,176650,74473,0.574,,
2223,2/4/2021,Rhode Island,103876,178600,75963,0.582,,
2224,2/5/2021,Rhode Island,106949,178600,77940,0.599,,
2225,2/6/2021,Rhode Island,111830,192300,81085,0.582,,
2226,2/7/2021,Rhode Island,117067,192300,83326,0.609,,
2227,2/8/2021,Rhode Island,120484,192300,85037,0.627,,
2228,2/9/2021,Rhode Island,122079,207950,86264,0.587,,
2229,2/10/2021,Rhode Island,124962,208350,87862,0.6,,
2230,2/11/2021,Rhode Island,127931,211650,89723,0.604,,
2231,2/12/2021,Rhode Island,131913,211850,91809,0.623,,
2232,2/13/2021,Rhode Island,136904,228650,95258,0.599,,
2233,2/14/2021,Rhode Island,141155,228650,97380,0.617,,
2234,2/15/2021,Rhode Island,,,,,,
